q_id,q_text,year_q,text_origin,q_type,trust_specific,down_good
65,Team members understand each other's roles (Agree/Strongly agree).,q7d,IQVIA_pos,scored,,
124,Relationships at work are strained (Never/Rarely).,q5c,IQVIA_pos,scored,,
74,"On average, how many additional UNPAID hours do you work per week for this organisation, over and above your contracted hours (0 hours).",q10c,IQVIA_pos,scored,,
75,"On average, how many additional PAID hours do you work per week for this organisation, over and above your contracted hours (0 hours).",q10b,IQVIA_pos,scored,,
76,My team has enough freedom in how to do its work (Agree/Strongly agree).,q7f,IQVIA_pos,scored,,
56,"My organisation treats staff who are involved in an error, near miss or incident fairly (Agree/Strongly agree).",q19a,IQVIA_pos,scored,,
25,My organisation takes positive action on health and well-being (Agree/Strongly agree).,q11a,IQVIA_pos,scored,,
90,My organisation is committed to helping me balance my work and home life (Agree/Strongly agree).,q6b,IQVIA_pos,scored,,
67,"My organisation encourages us to report errors, near misses or incidents (Agree/Strongly agree).",q19b,IQVIA_pos,scored,,
59,My organisation acts on concerns raised by patients / service users (Agree/Strongly agree).,q25b,IQVIA_pos,scored,,
18,My level of pay (Satisfied/Very satisfied).,q4c,IQVIA_pos,scored,,
121,My immediate manager works together with me to come to an understanding of problems (Agree/Strongly agree).,q9f,IQVIA_pos,scored,,
117,My immediate manager values my work (Agree/Strongly agree).,q9e,IQVIA_pos,scored,,
119,My immediate manager takes effective action to help me with any problems I face (Agree/Strongly agree).,q9i,IQVIA_pos,scored,,
118,My immediate manager takes a positive interest in my health and well-being (Agree/Strongly agree).,q9d,IQVIA_pos,scored,,
104,My immediate manager is interested in listening to me when I describe challenges I face (Agree/Strongly agree).,q9g,IQVIA_pos,scored,,
26,My immediate manager gives me clear feedback on my work (Agree/Strongly agree).,q9b,IQVIA_pos,scored,,
103,My immediate manager encourages me at work (Agree/Strongly agree).,q9a,IQVIA_pos,scored,,
53,My immediate manager cares about my concerns (Agree/Strongly agree).,q9h,IQVIA_pos,scored,,
120,My immediate manager asks for my opinion before making decisions that affect my work (Agree/Strongly agree).,q9c,IQVIA_pos,scored,,
106,"It left me feeling that my work is valued by my organisation (Yes, definitely).",q23d,IQVIA_pos,scored,,
30,"It helped me to improve how I do my job (Yes, definitely).",q23b,IQVIA_pos,scored,,
122,"It helped me agree clear objectives for my work (Yes, definitely).",q23c,IQVIA_pos,scored,,
44,In the last three months have you ever come to work despite not feeling well enough to perform your duties (No).,q11d,IQVIA_pos,scored,,
7,"In the last month have you seen any errors, near misses, or incidents that could have hurt staff and/or patients/service users? (No)",q18,IQVIA_pos,scored,,
87,"In the last 12 months, how many times have you been the target of unwanted behaviour of a sexual nature in the workplace from staff / colleagues (Never).",q17b,IQVIA_pos,scored,,
88,"In the last 12 months, how many times have you been the target of unwanted behaviour of a sexual nature in the workplace from patients / service users, their relatives or other members of the public (Never).",q17a,IQVIA_pos,scored,,
1,"In the last 12 months, have you had an appraisal, annual review, development review, or Knowledge and Skills Framework (KSF) development review (Yes).",q23a,IQVIA_pos,scored,,
101,"In the last 12 months how many times have you personally experienced physical violence at work from patients / service users, their relatives or other members of the public (Never).",q13a,IQVIA_pos,scored,,
99,In the last 12 months how many times have you personally experienced physical violence at work from other colleagues (Never).,q13c,IQVIA_pos,scored,,
100,In the last 12 months how many times have you personally experienced physical violence at work from managers (Never).,q13b,IQVIA_pos,scored,,
81,"In the last 12 months how many times have you personally experienced harassment, bullying or abuse at work from patients / service users, their relatives or other members of the public (Never).",q14a,IQVIA_pos,scored,,
82,"In the last 12 months how many times have you personally experienced harassment, bullying or abuse at work from other colleagues (Never).",q14c,IQVIA_pos,scored,,
80,"In the last 12 months how many times have you personally experienced harassment, bullying or abuse at work from managers (Never).",q14b,IQVIA_pos,scored,,
132,"In the last 12 months have you personally experienced discrimination at work from patients / service users, their relatives or other members of the public (No).",q16a,IQVIA_pos,scored,,
131,In the last 12 months have you personally experienced discrimination at work from a manager / team leader or other colleagues (No).,q16b,IQVIA_pos,scored,,
43,In the last 12 months have you experienced musculoskeletal problems (MSK) as a result of work activities (No)?,q11b,IQVIA_pos,scored,,
84,In my team disagreements are dealt with constructively (Agree/Strongly agree).,q7g,IQVIA_pos,scored,,
21,If I spoke up about something that concerned me I am confident my organisation would address my concern (Agree/Strongly agree).,q25f,IQVIA_pos,scored,,
45,If a friend or relative needed treatment I would be happy with the standard of care provided by this organisation (Agree/Strongly agree).,q25d,IQVIA_pos,scored,,
16,I would recommend my organisation as a place to work (Agree/Strongly agree).,q25c,IQVIA_pos,scored,,
27,I would feel secure raising concerns about unsafe clinical practice (Agree/Strongly agree).,q20a,IQVIA_pos,scored,,
20,I will probably look for a job at a new organisation in the next 12 months (Strongly disagree/Disagree).,q26b,IQVIA_pos,scored,,
14,"I think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (Agree/Strongly agree).",q21,IQVIA_pos,scored,,
24,I receive the respect I deserve from my colleagues at work (Agree/Strongly agree).,q7c,IQVIA_pos,scored,,
60,I often think about leaving this organisation (Strongly disagree/Disagree).,q26a,IQVIA_pos,scored,,
10,I look forward to going to work (Often/Always).,q2a,IQVIA_pos,scored,,
11,I have unrealistic time pressures (Never/Rarely).,q5a,IQVIA_pos,scored,,
113,I have opportunities to improve my knowledge and skills (Agree/Strongly agree).,q24c,IQVIA_pos,scored,,
28,"I have adequate materials, supplies and equipment to do my work (Agree/Strongly agree).",q3h,IQVIA_pos,scored,,
42,I have a choice in deciding how to do my work (Often/Always).,q5b,IQVIA_pos,scored,,
6,I feel valued by my team (Agree/Strongly agree).,q7h,IQVIA_pos,scored,,
68,I feel that my role makes a difference to patients / service users (Agree/Strongly agree).,q6a,IQVIA_pos,scored,,
2,I feel supported to develop my potential (Agree/Strongly agree).,24d,IQVIA_pos,scored,,
66,I feel safe to speak up about anything that concerns me in this organisation (Agree/Strongly agree).,q25e,IQVIA_pos,scored,,
47,I feel a strong personal attachment to my team (Agree/Strongly agree).,q7i,IQVIA_pos,scored,,
22,I enjoy working with the colleagues in my team (Agree/Strongly agree).,q7e,IQVIA_pos,scored,,
23,I can eat nutritious and affordable food while I am working (Often/Always).,q22,IQVIA_pos,scored,,
111,I can approach my immediate manager to talk openly about flexible working (Agree/Strongly agree).,q6d,IQVIA_pos,scored,,
5,I am trusted to do my job (Agree/Strongly agree).,q3b,IQVIA_pos,scored,,
102,I am involved in deciding on changes introduced that affect my work area / team / department (Agree/Strongly agree).,q3e,IQVIA_pos,scored,,
31,I am enthusiastic about my job (Often/Always).,q2b,IQVIA_pos,scored,,
83,I am confident that my organisation would address my concern (Agree/Strongly agree).,q20b,IQVIA_pos,scored,,
19,I am able to meet all the conflicting demands on my time at work (Agree/Strongly agree).,q3g,IQVIA_pos,scored,,
8,I am able to make suggestions to improve the work of my team / department (Agree/Strongly agree).,q3d,IQVIA_pos,scored,,
13,I am able to make improvements happen in my area of work (Agree/Strongly agree).,q3f,IQVIA_pos,scored,,
114,I am able to access the right learning and development opportunities when I need to (Agree/Strongly agree).,q24e,IQVIA_pos,scored,,
4,I am able to access clinical supervision opportunities when I need to (Agree/Strongly agree).,q24f,IQVIA_pos,scored,,
69,I always know what my work responsibilities are (Agree/Strongly agree).,q3a,IQVIA_pos,scored,,
12,I achieve a good balance between my work life and my home life (Agree/Strongly agree).,q6c,IQVIA_pos,scored,,
29,"How often, if at all, does your work frustrate you (Never/Rarely).",q12c,IQVIA_pos,scored,,
128,"How often, if at all, do you not have enough energy for family and friends during leisure time (Never/Rarely).",q12g,IQVIA_pos,scored,,
125,"How often, if at all, do you find your work emotionally exhausting (Never/Rarely).",q12a,IQVIA_pos,scored,,
91,"How often, if at all, do you feel worn out at the end of your working day/shift (Never/Rarely).",q12e,IQVIA_pos,scored,,
127,"How often, if at all, do you feel that every working hour is tiring for you (Never/Rarely).",q12f,IQVIA_pos,scored,,
126,"How often, if at all, do you feel burnt out because of your work (Never/Rarely).",q12b,IQVIA_pos,scored,,
9,"How often, if at all, are you exhausted at the thought of another day/shift at work (Never/Rarely).",q12d,IQVIA_pos,scored,,
107,Have you felt pressure from your manager to come to work (No).,q11e,IQVIA_pos,scored,,
15,Has your employer made reasonable adjustment(s) to enable you to carry out your work (Yes).,q31b,IQVIA_pos,scored,,
130,During the last 12 months have you felt unwell as a result of work related stress (No).,q11c,IQVIA_pos,scored,,
96,"Does your organisation act fairly with regard to career progression / promotion, regardless of e.g. age, disability, ethnic background, gender reassignment, religion, sex or sexual orientation (Yes).",q15,IQVIA_pos,scored,,
85,Care of patients / service users is my organisation's top priority (Agree/Strongly agree).,q25a,IQVIA_pos,scored,,
86,"As soon as I can find another job, I will leave this organisation (Strongly disagree/Disagree).",q26c,IQVIA_pos,scored,,
135,Are you satisfied with the Armed Forces specific support and guidance offered by the Trust (Strongly agree).,RPGL06C,IQVIA_pos,scored,RPG,
95,% of staff for q29_5 - Sexual orientation - I would prefer not to say for year 20XX,q29,National staff survey benchmark report 2025,option,,
95,% of staff for q29_4 - Sexual orientation - Other sexuality for year 20XX,q29,National staff survey benchmark report 2025,option,,
95,% of staff for q29_3 - Sexual orientation - Bisexual for year 20XX,q29,National staff survey benchmark report 2025,option,,
95,% of staff for q29_2 - Sexual orientation - Gay or Lesbian for year 20XX,q29,National staff survey benchmark report 2025,option,,
95,% of staff for q29_1 - Sexual orientation - Heterosexual or Straight for year 20XX,q29,National staff survey benchmark report 2025,option,,
94,% of staff for q27c_6 - Age - 66+ for year 20XX,q27,National staff survey benchmark report 2025,option,,
94,% of staff for q27c_5 - Age - 51-65 for year 20XX,q27,National staff survey benchmark report 2025,option,,
94,% of staff for q27c_4 - Age - 41-50 for year 20XX,q27,National staff survey benchmark report 2025,option,,
94,% of staff for q27c_3 - Age - 31-40 for year 20XX,q27,National staff survey benchmark report 2025,option,,
94,% of staff for q27c_2 - Age - 21-30 for year 20XX,q27,National staff survey benchmark report 2025,option,,
94,% of staff for q27c_1 - Age - 16-20 for year 20XX,q27,National staff survey benchmark report 2025,option,,
61,% of staff for q27b_3 - Is your gender identity the same as the sex you were registered at birth? - Prefer not to say for year 20XX,q27,National staff survey benchmark report 2025,option,,
61,% of staff for q27b_2 - Is your gender identity the same as the sex you were registered at birth? - No for year 20XX,q27,National staff survey benchmark report 2025,option,,
61,% of staff for q27b_1 - Is your gender identity the same as the sex you were registered at birth? - Yes for year 20XX,q27,National staff survey benchmark report 2025,option,,
92,% of staff for q27a_9 - Which of the following best describes you? - Prefer not to say for year 20XX,q27a,National staff survey benchmark report 2025,option,,
92,% of staff for q27a_4 - Which of the following best describes you? - Prefer to self-describe for year 20XX,q27a,National staff survey benchmark report 2025,option,,
92,% of staff for q27a_3 - Which of the following best describes you? - Non-binary for year 20XX,q27a,National staff survey benchmark report 2025,option,,
92,% of staff for q27a_2 - Which of the following best describes you? - Male for year 20XX,q27a,National staff survey benchmark report 2025,option,,
92,% of staff for q27a_1 - Which of the following best describes you? - Female for year 20XX,q27a,National staff survey benchmark report 2025,option,,
138,"% of staff that have contact with patients / service users for q1 - Do you have face-to-face, video or telephone contact with patients / service users as part of your job? for year 20XX",q1,National staff survey benchmark report 2025,option,,
17,% of staff working part-time for q10a - How many hours a week are you contracted to work? for year 20XX,q10a,National staff survey benchmark report 2025,scored,,
74,"% of staff working additional unpaid hours  for q10c - On average, how many additional UNPAID hours do you work per week for this organisation, over and above your contracted hours? for year 20XX",q10c,National staff survey benchmark report 2025,scored,,1
75,"% of staff working additional paid hours for q10b - On average, how many additional PAID hours do you work per week for this organisation, over and above your contracted hours? for year 20XX",q10b,National staff survey benchmark report 2025,scored,,1
96,"% of staff selecting Yes out of those who answered the question for q15 - Does your organisation act fairly with regard to career progression / promotion, regardless of e.g. age, disability, ethnic background, gender reassignment, religion, sex, or sexual orientation? for year 20XX",q15,National staff survey benchmark report 2025,scored,,
3,"% of staff selecting Yes for q32b - Do you look after, or give any help or support to family members, friends, neighbours or others because of either: long term physical or mental ill health / disability, or problems related to old age? for year 20XX",q32b,National staff survey benchmark report 2025,scored,,
107,% of staff selecting Yes for q11e - Have you felt pressure from your manager to come to work? for year 20XX,q11e,National staff survey benchmark report 2025,scored,,1
44,% of staff selecting Yes for q11d - In the last three months have you ever come to work despite not feeling well enough to perform your duties? for year 20XX,q11d,National staff survey benchmark report 2025,scored,,1
130,% of staff selecting Yes for q11c - During the last 12 months have you felt unwell as a result of work related stress? for year 20XX,q11c,National staff survey benchmark report 2025,scored,,1
43,"% of staff selecting Yes for q11b - In the last 12 months have you experienced musculoskeletal problems (MSK) as a result of work activities? Examples may include back pain, neck or arm strains, and joint pain. for year 20XX",q11b,National staff survey benchmark report 2025,scored,,1
55,% of staff selecting Satisfied or Very Satisfied for q4d - The opportunities for flexible working patterns. for year 20XX,q4d,National staff survey benchmark report 2025,scored,,
18,% of staff selecting Satisfied or Very Satisfied for q4c - My level of pay. for year 20XX,q4c,National staff survey benchmark report 2025,scored,,
129,% of staff selecting Satisfied or Very Satisfied for q4b - The extent to which my organisation values my work. for year 20XX,q4b,National staff survey benchmark report 2025,scored,,
105,% of staff selecting Satisfied or Very Satisfied for q4a - The recognition I get for good work. for year 20XX,q4a,National staff survey benchmark report 2025,scored,,
42,% of staff selecting Often or Always for q5b - I have a choice in deciding how to do my work. for year 20XX,q5b,National staff survey benchmark report 2025,scored,,
123,% of staff selecting Often or Always for q2c - Time passes quickly when I am working. for year 20XX,q2c,National staff survey benchmark report 2025,scored,,
31,% of staff selecting Often or Always for q2b - I am enthusiastic about my job. for year 20XX,q2b,National staff survey benchmark report 2025,scored,,
10,% of staff selecting Often or Always for q2a - I look forward to going to work. for year 20XX,q2a,National staff survey benchmark report 2025,scored,,
128,"% of staff selecting Often or Always for q12g - How often, if at all, do you not have enough energy for family and friends during leisure time? for year 20XX",q12g,National staff survey benchmark report 2025,scored,,1
127,"% of staff selecting Often or Always for q12f - How often, if at all, do you feel that every working hour is tiring for you? for year 20XX",q12f,National staff survey benchmark report 2025,scored,,1
91,"% of staff selecting Often or Always for q12e - How often, if at all, do you feel worn out at the end of your working day/shift? for year 20XX",q12e,National staff survey benchmark report 2025,scored,,1
9,"% of staff selecting Often or Always for q12d - How often, if at all, are you exhausted at the thought of another day/shift at work? for year 20XX",q12d,National staff survey benchmark report 2025,scored,,1
29,"% of staff selecting Often or Always for q12c - How often, if at all, does your work frustrate you? for year 20XX",q12c,National staff survey benchmark report 2025,scored,,1
126,"% of staff selecting Often or Always for q12b - How often, if at all, do you feel burnt out because of your work? for year 20XX",q12b,National staff survey benchmark report 2025,scored,,1
125,"% of staff selecting Often or Always for q12a - How often, if at all, do you find your work emotionally exhausting? for year 20XX",q12a,National staff survey benchmark report 2025,scored,,1
124,% of staff selecting Never or Rarely for q5c - Relationships at work are strained. for year 20XX,q5c,National staff survey benchmark report 2025,scored,,
11,% of staff selecting Never or Rarely for q5a - I have unrealistic time pressures. for year 20XX,q5a,National staff survey benchmark report 2025,scored,,
68,"% of staff selecting Agree or Strongly Agree out of those who answered the question, but excluding those who selected Not applicable to me for q6a - I feel that my role makes a difference to patients / service users. for year 20XX",q6a,National staff survey benchmark report 2025,scored,,
119,% of staff selecting Agree or Strongly Agree for q9i - My immediate manager (who may be referred to as your 'line manager') takes effective action to help me with any problems I face. for year 20XX,q9i,National staff survey benchmark report 2025,scored,,
53,% of staff selecting Agree or Strongly Agree for q9h - My immediate manager (who may be referred to as your 'line manager') cares about my concerns. for year 20XX,q9h,National staff survey benchmark report 2025,scored,,
104,% of staff selecting Agree or Strongly Agree for q9g - My immediate manager (who may be referred to as your 'line manager') is interested in listening to me when I describe challenges I face. for year 20XX,q9g,National staff survey benchmark report 2025,scored,,
121,% of staff selecting Agree or Strongly Agree for q9f - My immediate manager (who may be referred to as your 'line manager') works together with me to come to an understanding of problems. for year 20XX,q9f,National staff survey benchmark report 2025,scored,,
117,% of staff selecting Agree or Strongly Agree for q9e - My immediate manager (who may be referred to as your 'line manager') values my work. for year 20XX,q9e,National staff survey benchmark report 2025,scored,,
118,% of staff selecting Agree or Strongly Agree for q9d - My immediate manager (who may be referred to as your 'line manager') takes a positive interest in my health and well-being. for year 20XX,q9d,National staff survey benchmark report 2025,scored,,
120,% of staff selecting Agree or Strongly Agree for q9c - My immediate manager (who may be referred to as your 'line manager') asks for my opinion before making decisions that affect my work. for year 20XX,q9c,National staff survey benchmark report 2025,scored,,
26,% of staff selecting Agree or Strongly Agree for q9b - My immediate manager (who may be referred to as your 'line manager') gives me clear feedback on my work. for year 20XX,q9b,National staff survey benchmark report 2025,scored,,
103,% of staff selecting Agree or Strongly Agree for q9a - My immediate manager (who may be referred to as your 'line manager') encourages me at work. for year 20XX,q9a,National staff survey benchmark report 2025,scored,,
54,% of staff selecting Agree or Strongly Agree for q8d - The people I work with show appreciation to one another. for year 20XX,q8d,National staff survey benchmark report 2025,scored,,
62,% of staff selecting Agree or Strongly Agree for q8c - The people I work with are polite and treat each other with respect. for year 20XX,q8c,National staff survey benchmark report 2025,scored,,
70,% of staff selecting Agree or Strongly Agree for q8b - The people I work with are understanding and kind to one another. for year 20XX,q8b,National staff survey benchmark report 2025,scored,,
77,% of staff selecting Agree or Strongly Agree for q8a - Teams within this organisation work well together to achieve their objectives. for year 20XX,q8a,National staff survey benchmark report 2025,scored,,
47,% of staff selecting Agree or Strongly Agree for q7i - I feel a strong personal attachment to my team. for year 20XX,q7i,National staff survey benchmark report 2025,scored,,
6,% of staff selecting Agree or Strongly Agree for q7h - I feel valued by my team. for year 20XX,q7h,National staff survey benchmark report 2025,scored,,
84,% of staff selecting Agree or Strongly Agree for q7g - In my team disagreements are dealt with constructively. for year 20XX,q7g,National staff survey benchmark report 2025,scored,,
76,% of staff selecting Agree or Strongly Agree for q7f - My team has enough freedom in how to do its work. for year 20XX,q7f,National staff survey benchmark report 2025,scored,,
22,% of staff selecting Agree or Strongly Agree for q7e - I enjoy working with the colleagues in my team. for year 20XX,q7e,National staff survey benchmark report 2025,scored,,
65,% of staff selecting Agree or Strongly Agree for q7d - Team members understand each other's roles. for year 20XX,q7d,National staff survey benchmark report 2025,scored,,
24,% of staff selecting Agree or Strongly Agree for q7c - I receive the respect I deserve from my colleagues at work. for year 20XX,q7c,National staff survey benchmark report 2025,scored,,
116,% of staff selecting Agree or Strongly Agree for q7b - The team I work in often meets to discuss the team’s effectiveness. for year 20XX,q7b,National staff survey benchmark report 2025,scored,,
115,% of staff selecting Agree or Strongly Agree for q7a - The team I work in has a set of shared objectives. for year 20XX,q7a,National staff survey benchmark report 2025,scored,,
111,% of staff selecting Agree or Strongly Agree for q6d - I can approach my immediate manager to talk openly about flexible working. for year 20XX,q6d,National staff survey benchmark report 2025,scored,,
12,% of staff selecting Agree or Strongly Agree for q6c - I achieve a good balance between my work life and my home life. for year 20XX,q6c,National staff survey benchmark report 2025,scored,,
90,% of staff selecting Agree or Strongly Agree for q6b - My organisation is committed to helping me balance my work and home life. for year 20XX,q6b,National staff survey benchmark report 2025,scored,,
89,% of staff selecting Agree or Strongly Agree for q3i - There are enough staff at this organisation for me to do my job properly. for year 20XX,q3i,National staff survey benchmark report 2025,scored,,
28,"% of staff selecting Agree or Strongly Agree for q3h - I have adequate materials, supplies and equipment to do my work. for year 20XX",q3h,National staff survey benchmark report 2025,scored,,
19,% of staff selecting Agree or Strongly Agree for q3g - I am able to meet all the conflicting demands on my time at work. for year 20XX,q3g,National staff survey benchmark report 2025,scored,,
13,% of staff selecting Agree or Strongly Agree for q3f - I am able to make improvements happen in my area of work. for year 20XX,q3f,National staff survey benchmark report 2025,scored,,
102,% of staff selecting Agree or Strongly Agree for q3e - I am involved in deciding on changes introduced that affect my work area / team / department. for year 20XX,q3e,National staff survey benchmark report 2025,scored,,
8,% of staff selecting Agree or Strongly Agree for q3d - I am able to make suggestions to improve the work of my team / department. for year 20XX,q3d,National staff survey benchmark report 2025,scored,,
110,% of staff selecting Agree or Strongly Agree for q3c - There are frequent opportunities for me to show initiative in my role. for year 20XX,q3c,National staff survey benchmark report 2025,scored,,
5,% of staff selecting Agree or Strongly Agree for q3b - I am trusted to do my job. for year 20XX,q3b,National staff survey benchmark report 2025,scored,,
69,% of staff selecting Agree or Strongly Agree for q3a - I always know what my work responsibilities are. for year 20XX,q3a,National staff survey benchmark report 2025,scored,,
25,% of staff selecting Agree or Strongly Agree for q11a - My organisation takes positive action on health and well-being. for year 20XX,q11a,National staff survey benchmark report 2025,scored,,
63,"% of staff saying they, or a colleague, reported it, out of those who answered the question excluding those who selected Don't know or Not applicable for q14d - The last time you experienced harassment, bullying or abuse at work, did you or a colleague report it? for year 20XX for staff with a long term condition or illness (q31a) (WDES)",,National staff survey benchmark report 2025,WDES,,
99,% of staff saying they experienced at least one incident of violence for q13c - In the last 12 months how many times have you personally experienced physical violence at work from other colleagues? for year 20XX,q13c,National staff survey benchmark report 2025,scored,,1
100,% of staff saying they experienced at least one incident of violence for q13b - In the last 12 months how many times have you personally experienced physical violence at work from managers? for year 20XX,q13b,National staff survey benchmark report 2025,scored,,1
101,"% of staff saying they experienced at least one incident of violence for q13a - In the last 12 months how many times have you personally experienced physical violence at work from patients / service users, their relatives or other members of the public? for year 20XX",q13a,National staff survey benchmark report 2025,scored,,1
82,"% of staff saying they experienced at least one incident of harassment, bullying or abuse for q14c - In the last 12 months how many times have you personally experienced harassment, bullying or abuse at work from other colleagues? for year 20XX",q14c,National staff survey benchmark report 2025,scored,,1
80,"% of staff saying they experienced at least one incident of harassment, bullying or abuse for q14b - In the last 12 months how many times have you personally experienced harassment, bullying or abuse at work from managers? for year 20XX",q14b,National staff survey benchmark report 2025,scored,,1
81,"% of staff saying they experienced at least one incident of harassment, bullying or abuse for q14a - In the last 12 months how many times have you personally experienced harassment, bullying or abuse at work from patients / service users, their relatives or other members of the public? for year 20XX",q14a,National staff survey benchmark report 2025,scored,,1
46,% of staff who said this would be their most likely destination for q26d_9 - I am not considering leaving my current job for year 20XX,q26d,National staff survey benchmark report 2025,option,,
46,% of staff who said this would be their most likely destination for q26d_5 - I would retire or take a career break for year 20XX,q26d,National staff survey benchmark report 2025,option,,
46,% of staff who said this would be their most likely destination for q26d_4 - I would want to move to a job outside healthcare for year 20XX,q26d,National staff survey benchmark report 2025,option,,
46,"% of staff who said this would be their most likely destination for q26d_3 - I would want to move to a job in healthcare, but outside the NHS for year 20XX",q26d,National staff survey benchmark report 2025,option,,
46,% of staff who said this would be their most likely destination for q26d_2 - I would want to move to a job in a different NHS Trust/organisation for year 20XX,q26d,National staff survey benchmark report 2025,option,,
46,% of staff who said this would be their most likely destination for q26d_1 - I would want to move to another job within this organisation for year 20XX,q26d,National staff survey benchmark report 2025,option,,
32,% of staff who experienced discrimination that said it was on this basis for q16c_9 - On what grounds have you experienced discrimination - Sexual orientation for year 20XX,,National staff survey benchmark report 2025,scored,,
33,% of staff who experienced discrimination that said it was on this basis for q16c_8 - On what grounds have you experienced discrimination - Sex for year 20XX,,National staff survey benchmark report 2025,scored,,
34,% of staff who experienced discrimination that said it was on this basis for q16c_7 - On what grounds have you experienced discrimination - Religion or belief for year 20XX,,National staff survey benchmark report 2025,scored,,
35,% of staff who experienced discrimination that said it was on this basis for q16c_6 - On what grounds have you experienced discrimination - Race for year 20XX,,National staff survey benchmark report 2025,scored,,
36,% of staff who experienced discrimination that said it was on this basis for q16c_5 - On what grounds have you experienced discrimination - Pregnancy and maternity for year 20XX,,National staff survey benchmark report 2025,scored,,
38,% of staff who experienced discrimination that said it was on this basis for q16c_4 - On what grounds have you experienced discrimination - Marriage and civil partnership for year 20XX,,National staff survey benchmark report 2025,scored,,
39,% of staff who experienced discrimination that said it was on this basis for q16c_3 - On what grounds have you experienced discrimination - Gender reassignment for year 20XX,,National staff survey benchmark report 2025,scored,,
40,% of staff who experienced discrimination that said it was on this basis for q16c_2 - On what grounds have you experienced discrimination - Disability for year 20XX,,National staff survey benchmark report 2025,scored,,
37,% of staff who experienced discrimination that said it was on this basis for q16c_10 - On what grounds have you experienced discrimination - Other for year 20XX,,National staff survey benchmark report 2025,scored,,
41,% of staff who experienced discrimination that said it was on this basis for q16c_1 - On what grounds have you experienced discrimination - Age for year 20XX,,National staff survey benchmark report 2025,scored,,
106,"% of staff selecting Yes, definitely for q23d - It left me feeling that my work is valued by my organisation. for year 20XX",q23d,National staff survey benchmark report 2025,scored,,
